SQL> 
SQL> set lines 500
SQL> 
SQL> select distinct target_type || '|' || metric_name || '|' || metric_label || '|' || column_label
  2  from  mgmt$metric_current
  3  order by 1;

TARGET_TYPE||'|'||METRIC_NAME||'|'||METRIC_LABEL||'|'||COLUMN_LABEL
------------------------------------------------------------------------------------------------
casm_diskgroup_component|DiskGroup_Target_Component|Disk Group Target Component|Disk Count   
weblogic_domain|owsm_policy_stats_domain_rsctype_delta|OWSM Policy Domain and Resource Type Delta Metrics|OWSM Policy Violations During the Last Period   
weblogic_domain|owsm_policy_stats_domain_rsctype_delta|OWSM Policy Domain and Resource Type Delta Metrics|OWSM Policy Violations Ratio During the Last Period 
weblogic_domain|owsm_policy_stats_domain_rsctype_delta|OWSM Policy Domain and Resource Type Delta Metrics|OWSM Security Policy Successes During the Last Period 
weblogic_domain|owsm_policy_stats_domain_rsctype_delta|OWSM Policy Domain and Resource Type Delta Metrics|OWSM Security Policy Violations During the Last Period
weblogic_domain|owsm_policy_stats_domain_rsctype_delta|OWSM Policy Domain and Resource Type Delta Metrics|OWSM Security Policy Violations Ratio During the Last Period  
weblogic_domain|owsm_policy_stats_server_delta|OWSM Policy Server Delta Metrics|OWSM Authentication Policy Successes During the Last Period
weblogic_domain|owsm_policy_stats_server_delta|OWSM Policy Server Delta Metrics|OWSM Authentication Policy Violations During the Last Period   
weblogic_domain|owsm_policy_stats_server_delta|OWSM Policy Server Delta Metrics|OWSM Authorization Policy Successes During the Last Period 
weblogic_domain|owsm_policy_stats_server_delta|OWSM Policy Server Delta Metrics|OWSM Authorization Policy Violations During the Last Period
weblogic_domain|owsm_policy_stats_server_delta|OWSM Policy Server Delta Metrics|OWSM Confidentiality Policy Successes During the Last Period   
weblogic_domain|owsm_policy_stats_server_delta|OWSM Policy Server Delta Metrics|OWSM Confidentiality Policy Violations During the Last Period  
weblogic_domain|owsm_policy_stats_server_delta|OWSM Policy Server Delta Metrics|OWSM Integrity Policy Successes During the Last Period   
weblogic_domain|owsm_policy_stats_server_delta|OWSM Policy Server Delta Metrics|OWSM Integrity Policy Violations During the Last Period  
weblogic_domain|owsm_policy_stats_server_delta|OWSM Policy Server Delta Metrics|OWSM Policy Successes During the Last Period 
weblogic_domain|owsm_policy_stats_server_delta|OWSM Policy Server Delta Metrics|OWSM Policy Violations During the Last Period
weblogic_domain|owsm_policy_stats_server_delta|OWSM Policy Server Delta Metrics|OWSM Policy Violations Ratio During the Last Period  
weblogic_domain|owsm_policy_stats_server_delta|OWSM Policy Server Delta Metrics|OWSM Security Policy Successes During the Last Period
weblogic_domain|owsm_policy_stats_server_delta|OWSM Policy Server Delta Metrics|OWSM Security Policy Violations During the Last Period   
weblogic_domain|owsm_policy_stats_server_delta|OWSM Policy Server Delta Metrics|OWSM Security Policy Violations Ratio During the Last Period   
weblogic_domain|owsm_policy_stats_server_rsctype_delta|OWSM Policy Server and Resource Type Delta Metrics|OWSM Authentication Policy Successes During the Last Period   
weblogic_domain|owsm_policy_stats_server_rsctype_delta|OWSM Policy Server and Resource Type Delta Metrics|OWSM Authentication Policy Violations During the Last Period  
weblogic_domain|owsm_policy_stats_server_rsctype_delta|OWSM Policy Server and Resource Type Delta Metrics|OWSM Authorization Policy Successes During the Last Period    
weblogic_domain|owsm_policy_stats_server_rsctype_delta|OWSM Policy Server and Resource Type Delta Metrics|OWSM Authorization Policy Violations During the Last Period   
weblogic_domain|owsm_policy_stats_server_rsctype_delta|OWSM Policy Server and Resource Type Delta Metrics|OWSM Confidentiality Policy Successes During the Last Period  
weblogic_domain|owsm_policy_stats_server_rsctype_delta|OWSM Policy Server and Resource Type Delta Metrics|OWSM Confidentiality Policy Violations During the Last Period 
weblogic_domain|owsm_policy_stats_server_rsctype_delta|OWSM Policy Server and Resource Type Delta Metrics|OWSM Integrity Policy Successes During the Last Period
weblogic_domain|owsm_policy_stats_server_rsctype_delta|OWSM Policy Server and Resource Type Delta Metrics|OWSM Integrity Policy Violations During the Last Period  
weblogic_domain|owsm_policy_stats_server_rsctype_delta|OWSM Policy Server and Resource Type Delta Metrics|OWSM Policy Successes During the Last Period
weblogic_domain|owsm_policy_stats_server_rsctype_delta|OWSM Policy Server and Resource Type Delta Metrics|OWSM Policy Violations During the Last Period   
weblogic_domain|owsm_policy_stats_server_rsctype_delta|OWSM Policy Server and Resource Type Delta Metrics|OWSM Policy Violations Ratio During the Last Period 
weblogic_domain|owsm_policy_stats_server_rsctype_delta|OWSM Policy Server and Resource Type Delta Metrics|OWSM Security Policy Successes During the Last Period 
weblogic_domain|owsm_policy_stats_server_rsctype_delta|OWSM Policy Server and Resource Type Delta Metrics|OWSM Security Policy Violations During the Last Period
weblogic_domain|owsm_policy_stats_server_rsctype_delta|OWSM Policy Server and Resource Type Delta Metrics|OWSM Security Policy Violations Ratio During the Last Period  
weblogic_j2eeserver|Response|Response|Status
weblogic_j2eeserver|ServerRuntime|Server Runtime Metrics|Listen Port   
weblogic_j2eeserver|alertLogAdrIncident|Incident|Alert Log   
weblogic_j2eeserver|alertLogAdrIncident|Incident|ECID
weblogic_j2eeserver|alertLogAdrIncident|Incident|Error Category  
weblogic_j2eeserver|alertLogAdrIncident|Incident|Impact  
weblogic_j2eeserver|alertLogAdrIncident|Incident|Incident
weblogic_j2eeserver|alertLogAdrIncident|Incident|Incident ID 
weblogic_j2eeserver|alertLogAdrIncident|Incident|Last Caused By  
weblogic_j2eeserver|alertLogAdrIncident|Incident|Problem Key 
weblogic_j2eeserver|alertLogAdrIncident|Incident|Trace File  
weblogic_j2eeserver|alertLogAdrIncident|Incident|URI 
weblogic_j2eeserver|alertLogAdrIncident|Incident|User ID 
weblogic_j2eeserver|datasource_state|Datasource State Metric|State 
weblogic_j2eeserver|datasource|Datasource Metrics|Available Connections
weblogic_j2eeserver|datasource|Datasource Metrics|Cached Statements Used (%) 
weblogic_j2eeserver|datasource|Datasource Metrics|Cached Statements Used (per minute)   
weblogic_j2eeserver|datasource|Datasource Metrics|Cached Statements not Used (per minute)    
weblogic_j2eeserver|datasource|Datasource Metrics|Connection Creation Time (ms) 
weblogic_j2eeserver|datasource|Datasource Metrics|Connection Leaks (per minute) 
weblogic_j2eeserver|datasource|Datasource Metrics|Connection Pool Size 
weblogic_j2eeserver|datasource|Datasource Metrics|Connection Refresh Failures (per minute)   
weblogic_j2eeserver|datasource|Datasource Metrics|Connection Request Failures (per minute)   
weblogic_j2eeserver|datasource|Datasource Metrics|Connection Requests (per minute) 
weblogic_j2eeserver|datasource|Datasource Metrics|Connection Requests Waiting
weblogic_j2eeserver|datasource|Datasource Metrics|Connection Requests that Waited (%)   
weblogic_j2eeserver|datasource|Datasource Metrics|Connection Requests that Waited (per minute)   
weblogic_j2eeserver|datasource|Datasource Metrics|Connection Wait Successes (%) 
weblogic_j2eeserver|datasource|Datasource Metrics|Connection Wait Successes (per minute)
weblogic_j2eeserver|datasource|Datasource Metrics|Connections Created (per minute) 
weblogic_j2eeserver|datasource|Datasource Metrics|Connections in Use   
weblogic_j2eeserver|datasource|Datasource Metrics|Failed Waiting Connection Requests (per minute)
weblogic_j2eeserver|datasource|Datasource Metrics|Statement Cache Size 
weblogic_j2eeserver|datasource|Datasource Metrics|Statements Added to Cache (per minute)
weblogic_j2eeserver|datasource|Datasource Metrics|Statements Discarded from Cache (per minute)   
weblogic_j2eeserver|datasource|Datasource Metrics|Successful Connections (%) 
weblogic_j2eeserver|datasource|Datasource Metrics|Unavailable Connections  
weblogic_j2eeserver|jms|JMS Metrics|JMS Connections  
weblogic_j2eeserver|jms|JMS Metrics|JMS Servers 
weblogic_j2eeserver|jta|JTA Metrics|Abandoned Transactions (per minute)
weblogic_j2eeserver|jta|JTA Metrics|Active JTA Transactions  
weblogic_j2eeserver|jta|JTA Metrics|Committed JTA Transactions (per minute)
weblogic_j2eeserver|jta|JTA Metrics|Committed Transaction Time (seconds)   
weblogic_j2eeserver|jta|JTA Metrics|Committed Transactions (%)   
weblogic_j2eeserver|jta|JTA Metrics|Heuristic Transactions (per minute)
weblogic_j2eeserver|jta|JTA Metrics|JTA Transaction Rollbacks (per minute) 
weblogic_j2eeserver|jta|JTA Metrics|Transaction Rollbacks due to Application Error (per minute)  
weblogic_j2eeserver|jta|JTA Metrics|Transaction Rollbacks due to Resource Error (per minute) 
weblogic_j2eeserver|jta|JTA Metrics|Transaction Rollbacks due to System Error (per minute)   
weblogic_j2eeserver|jta|JTA Metrics|Transaction Rollbacks due to Timeout (per minute)   
weblogic_j2eeserver|jta|JTA Metrics|Transactions Processed (per minute)
weblogic_j2eeserver|jvm_class_loading|JVM Class Loading|JVM Class Loading - Classes Currently Loaded 
weblogic_j2eeserver|jvm_garbage_collectors|JVM Garbage Collectors|Garbage Collector - Execution Time (since startup) (ms)    
weblogic_j2eeserver|jvm_garbage_collectors|JVM Garbage Collectors|Garbage Collector - Garbage Collection Invocations (since startu   
weblogic_j2eeserver|jvm_garbage_collectors|JVM Garbage Collectors|Garbage Collector - Invocation Time (ms) 
weblogic_j2eeserver|jvm_garbage_collectors|JVM Garbage Collectors|Garbage Collector - Invocations (per min)
weblogic_j2eeserver|jvm_garbage_collectors|JVM Garbage Collectors|Garbage Collector - Old Heap Percent Free after GC (%)
weblogic_j2eeserver|jvm_garbage_collectors|JVM Garbage Collectors|Garbage Collector - Old Heap size after GC (MB)  
weblogic_j2eeserver|jvm_garbage_collectors|JVM Garbage Collectors|Garbage Collector - Percent Time spent (elapsed) 
weblogic_j2eeserver|jvm_memory_pools|JVM Memory Pools|Memory Pool - Current Usage (MB)  
weblogic_j2eeserver|jvm_memory_pools|JVM Memory Pools|Memory Pool - Peak Usage (KB)
weblogic_j2eeserver|jvm_memory_pools|JVM Memory Pools|Type   
weblogic_j2eeserver|jvm_memory_usage|JVM Memory Usage|JVM Memory - Heap Memory Usage (KB)    
weblogic_j2eeserver|jvm_memory_usage|JVM Memory Usage|JVM Memory - Non-Heap Memory Usage (KB)
weblogic_j2eeserver|jvm_memory_usage|JVM Memory Usage|JVM Memory - Objects Pending Finalization  
weblogic_j2eeserver|jvm_runtime|JVM Runtime Metrics|JVM Runtime - Up Time (ms)
weblogic_j2eeserver|jvm_runtime|JVM Runtime Metrics|JVM Runtime - VM Name  
weblogic_j2eeserver|jvm_runtime|JVM Runtime Metrics|JVM Runtime - VM Version 
weblogic_j2eeserver|jvm_threads|JVM Threads|JVM Threads - Active Daemon Threads 
weblogic_j2eeserver|jvm_threads|JVM Threads|JVM Threads - Active Threads   
weblogic_j2eeserver|jvm_threads|JVM Threads|JVM Threads - Deadlocked Threads 
weblogic_j2eeserver|jvm_threads|JVM Threads|JVM Threads - Peak Threads 
weblogic_j2eeserver|jvm_threads|JVM Threads|JVM Threads - Threads Started (since startup)    
weblogic_j2eeserver|jvm|JVM Metrics|Active Daemon Threads
weblogic_j2eeserver|jvm|JVM Metrics|Active Threads   
weblogic_j2eeserver|jvm|JVM Metrics|CPU Usage (%)    
weblogic_j2eeserver|jvm|JVM Metrics|Free Heap (MB)   
weblogic_j2eeserver|jvm|JVM Metrics|Heap Usage (%)   
weblogic_j2eeserver|jvm|JVM Metrics|Heap Usage (MB)  
weblogic_j2eeserver|jvm|JVM Metrics|JDK Vendor  
weblogic_j2eeserver|jvm|JVM Metrics|JDK Version 
weblogic_j2eeserver|jvm|JVM Metrics|Nursery Size (MB)
weblogic_j2eeserver|server_1|Limited Server Metrics|Active Sockets 
weblogic_j2eeserver|server_datasource|Server Datasource Metrics|Available Connections   
weblogic_j2eeserver|server_datasource|Server Datasource Metrics|Cached Statements Used (%)   
weblogic_j2eeserver|server_datasource|Server Datasource Metrics|Cached Statements Used (per minute)  
weblogic_j2eeserver|server_datasource|Server Datasource Metrics|Cached Statements not Used (per minute)  
weblogic_j2eeserver|server_datasource|Server Datasource Metrics|Connection Pool Size
weblogic_j2eeserver|server_datasource|Server Datasource Metrics|Connection Requests (per minute) 
weblogic_j2eeserver|server_datasource|Server Datasource Metrics|Connection Requests Waiting  
weblogic_j2eeserver|server_datasource|Server Datasource Metrics|Connection Requests that Waited (%)  
weblogic_j2eeserver|server_datasource|Server Datasource Metrics|Connection Requests that Waited (per minute)   
weblogic_j2eeserver|server_datasource|Server Datasource Metrics|Connection Wait Successes (%)
weblogic_j2eeserver|server_datasource|Server Datasource Metrics|Connection Wait Successes (per minute)   
weblogic_j2eeserver|server_datasource|Server Datasource Metrics|JDBC Connection Creates (per minute) 
weblogic_j2eeserver|server_datasource|Server Datasource Metrics|Open JDBC Connections   
weblogic_j2eeserver|server_datasource|Server Datasource Metrics|Statement Cache Size
weblogic_j2eeserver|server_datasource|Server Datasource Metrics|Statements Added to Cache (per minute)   
weblogic_j2eeserver|server_datasource|Server Datasource Metrics|Successful Connections (%)   
weblogic_j2eeserver|server_ejb_cache|EJB Cache Metrics By Server|Bean Activations (per minute)   
weblogic_j2eeserver|server_ejb_cache|EJB Cache Metrics By Server|Cache Accesses (per minute) 
weblogic_j2eeserver|server_ejb_cache|EJB Cache Metrics By Server|Cache Hits (%) 
weblogic_j2eeserver|server_ejb_cache|EJB Cache Metrics By Server|Cache Misses (per minute)   
weblogic_j2eeserver|server_ejb_cache|EJB Cache Metrics By Server|Cache Passivations (per minute) 
weblogic_j2eeserver|server_ejb_cache|EJB Cache Metrics By Server|Cached Beans
weblogic_j2eeserver|server_ejb_pool|EJB Pool Metrics By Server|Bean Access Failures (per minute) 
weblogic_j2eeserver|server_ejb_pool|EJB Pool Metrics By Server|Bean Accesses (per minute)    
weblogic_j2eeserver|server_ejb_pool|EJB Pool Metrics By Server|Bean Destroys (per minute)    
weblogic_j2eeserver|server_ejb_pool|EJB Pool Metrics By Server|Bean Successes (%)  
weblogic_j2eeserver|server_ejb_pool|EJB Pool Metrics By Server|Beans in Use
weblogic_j2eeserver|server_ejb_pool|EJB Pool Metrics By Server|Free Bean Instances 
weblogic_j2eeserver|server_ejb_transaction|EJB Transaction Metrics By Server|Bean Transaction Commits (%)
weblogic_j2eeserver|server_ejb_transaction|EJB Transaction Metrics By Server|Bean Transaction Commits (per minute) 
weblogic_j2eeserver|server_ejb_transaction|EJB Transaction Metrics By Server|Bean Transaction Rollbacks (per minute) 
weblogic_j2eeserver|server_ejb_transaction|EJB Transaction Metrics By Server|Bean Transaction Timeouts (per minute)
weblogic_j2eeserver|server_jms_server|JMS Server Metrics By Server|Bytes Pageable  
weblogic_j2eeserver|server_jms_server|JMS Server Metrics By Server|Bytes Paged In (per minute)   
weblogic_j2eeserver|server_jms_server|JMS Server Metrics By Server|Bytes Paged Out (per minute)  
weblogic_j2eeserver|server_jms_server|JMS Server Metrics By Server|Bytes Pending
weblogic_j2eeserver|server_jms_server|JMS Server Metrics By Server|Bytes Received (per minute)   
weblogic_j2eeserver|server_jms_server|JMS Server Metrics By Server|Bytes Stored 
weblogic_j2eeserver|server_jms_server|JMS Server Metrics By Server|Current JMS Messages 
weblogic_j2eeserver|server_jms_server|JMS Server Metrics By Server|Destinations 
weblogic_j2eeserver|server_jms_server|JMS Server Metrics By Server|Messages Paged In (per minute)
weblogic_j2eeserver|server_jms_server|JMS Server Metrics By Server|Messages Paged Out (per minute)   
weblogic_j2eeserver|server_jms_server|JMS Server Metrics By Server|Messages Received (per minute)
weblogic_j2eeserver|server_jms_server|JMS Server Metrics By Server|Pending JMS Messages 
weblogic_j2eeserver|server_jms_server|JMS Server Metrics By Server|Session Pools
weblogic_j2eeserver|server_level_work_manager|Server Level Work Manager Metrics|Work Manager Pending Requests  
weblogic_j2eeserver|server_level_work_manager|Server Level Work Manager Metrics|Work Manager Requests (per minute) 
weblogic_j2eeserver|server_level_work_manager|Server Level Work Manager Metrics|Work Manager Stuck Threads 
weblogic_j2eeserver|server_mdb|Message Driven EJB Metrics By Server|MDB Messages (per minute)
weblogic_j2eeserver|server_mdb|Message Driven EJB Metrics By Server|MDB Suspensions (per minute) 
weblogic_j2eeserver|server_module|Module Metrics By Server|Active Sessions 
weblogic_j2eeserver|server_servlet_jsp|Server Servlet/JSP Metrics|Reloads (per minute)  
weblogic_j2eeserver|server_servlet_jsp|Server Servlet/JSP Metrics|Request Processing Time (ms)   
weblogic_j2eeserver|server_servlet_jsp|Server Servlet/JSP Metrics|Requests (per minute) 
weblogic_j2eeserver|server_state|Server State Metrics|Server State 
weblogic_j2eeserver|server_work_manager|Server Work Manager Metrics|Work Manager Pending Requests
weblogic_j2eeserver|server_work_manager|Server Work Manager Metrics|Work Manager Requests (per minute)   
weblogic_j2eeserver|server_work_manager|Server Work Manager Metrics|Work Manager Stuck Threads   
weblogic_j2eeserver|server|Server Metrics|Listen Port
weblogic_j2eeserver|server|Server Metrics|Listen Port Enabled
weblogic_j2eeserver|server|Server Metrics|SSL Listen Port
weblogic_j2eeserver|server|Server Metrics|SSL Listen Port Enabled
weblogic_j2eeserver|server|Server Metrics|Start Time 
weblogic_j2eeserver|server|Server Metrics|State 

1532 rows selected.

SQL> 
SQL> spool off
